content_hash,total_rows,nlabels,pos_count,neg_count
00a7491b0e7e9de2cc39eae23cde2bd1f657842f,1,1,0,1
00a898a3105e907e0ded83b82d076b0c00ce3427,1,1,1,0
00af3f82f1ffd11a088cdd4a81d0a2995594a81e,1,1,0,1
00af8fe02e11d29a6b8ba0cebc444e15b6def6bb,1,1,0,1
00b2bbff1285978ce6d7e6f1b5c8dd302aefe68f,1,1,0,1
00b91ca5066f46e26f85850e297fadc551c47036,1,1,0,1
00b97413ae5effd5672f38e21f082fce28b57561,1,1,0,1
00bbc354b64166ac9c560653bcd3e98ef61d77e0,1,1,0,1
00be81e1b5a3ee40e8225c6e78563bdb71ca6c89,1,1,0,1
00c91a3bc2a4976c60e0997a45fb4077feb451f1,1,1,0,1
00cc082c841eb3384ff3db81c0144621a9f18d85,1,1,1,0
00df581fe03002755448474857f408d248420be0,1,1,0,1
00e0f036c29854df1679e7a6de2ca74763163327,1,1,0,1
00e1681f675ec5a10625c5f9c9b8cff9ed5c4de0,1,1,0,1
00e2bbee1aad023e4416bedd7334992dc2c16259,1,1,0,1
00ee66010fe941866d6571e316fcf513dd968703,1,1,0,1
00ef41b422a1ff74b801a5d77572b59c99b44fbe,1,1,0,1
00f013f89a8754dbfbd4b9553ac3a048af843925,1,1,0,1
00f3d459bdbf44994bff616af23be805b894f6be,1,1,0,1
00f4b7ddb1a2ceb108354f3e68921b36bc0c94af,1,1,0,1
00f9ceeb00d2038a211ca33b98a42d60002c2752,1,1,0,1
010080e32d841c24d7811091793fd25160ce0af2,1,1,0,1
0106a39bbb2cbb95614f524d74743aa7cc2b19cd,1,1,0,1
01079eefa6ed4c45a6506393e094ea19b750c3fe,1,1,0,1
0109f8654fafcde58730b4869c5b17e79024a503,1,1,0,1
010f012d2bec93019bfbd1a54a7de709a277672e,1,1,0,1
011bf732bb1872317143d8b216e4347e5b7d3c84,1,1,0,1
011c314d17638990ba712a5e25365f8fc3e22edb,1,1,0,1
011cd6e31a9df206a098387f001685767e895fc1,1,1,0,1
01205a0ffd9fb84dcd3dbe6e939994f9e31eaa64,1,1,0,1
01217b90c93b529694c9479b1efd0af4bd507c05,1,1,0,1
01247de761c4007ee0e879eea210f44742b50f1a,1,1,0,1
01267211e8226be92a5e6b25f90723c90c3f750e,1,1,1,0
0126eda274244d96a6c7fd72cee1a2a3b83d9956,1,1,0,1
0126fee7651827ffdda9d0756e543cab0b2a7ad6,1,1,0,1
0128eca45edf87ce7ec6e293c2988a4db9d5582e,1,1,0,1
012aed5ee363995d368fefabba58af010bf4a7bd,1,1,0,1
012e9b0e06110915624aa950dca69e98937f5982,1,1,0,1
0134f9f55aebb1753135bab09a6cb718998aa02a,1,1,0,1
013faa6b4758724c5895cb64deae32d721068653,1,1,0,1
0148c4ebdff797a747e7a7b561417a83c32ebb18,1,1,0,1
0149602d236c2c23bad69c9a681e399ccc2debd6,1,1,0,1
014a531d54fdb088aa84e69a15c8eec899afd590,1,1,0,1
014a822043ccb0a13d28713ed93bedbb84811ce2,1,1,0,1
014f23461cc4891088cc6bcc0bcb7d3ed2a225a3,1,1,1,0
015048d42902d9325975a955b7f9bd615ddeb287,1,1,0,1
0154521d36054770c7bf365163fea6b8327ff0fc,1,1,0,1
0160ffb5fc89f9177b1faf9661a14982e5daa1c3,1,1,0,1
0165a25840a53d871801187a48c7599c942b31b2,1,1,0,1
016a8d8c12daf1261451f36adb335c48d8242655,1,1,1,0
016badefc2c8aaabc81429ebd8cdd16971bb1963,1,1,0,1
016d08a23b5ecd74bcd2aeecbcec83e865c05635,1,1,0,1
017056bad3e7a2646ad3b69abd95db691bb10787,1,1,0,1
01720d2ffac504e0506825b607561128b1bb6300,1,1,0,1
01730bc20673ea41e61cae4b55060271fd241421,1,1,0,1
017c55d57ee69c8639ee75d4d8d25cf6005930cf,1,1,0,1
017d56fdf62104fdc105387955a05e3ec97aa570,1,1,0,1
0184647388ce45be65d7395e1dc9296777659694,1,1,0,1
018522b1b4718f2fe638f736a520ef54fe386888,1,1,0,1
0185c987ab63d4c15aaa02c54b5e73d7bd0958ed,1,1,0,1
018c5be79885db8c13eeeb4228b54f3da110300e,1,1,0,1
018d1dedc362d8e1ca5adf112cf0d77fc71b6003,1,1,0,1
018df59c32f209250e1a1dab170e0b1925ad2397,1,1,0,1
0190ff5876c8478fbd78382775eaad0f6b49a6ef,1,1,0,1
0191a6051d72c9b44c2f5a199dde004e4f4cd913,1,1,0,1
019510173b53c370e7ebed1d299fb7ab2fa1d384,1,1,1,0
019c6d015062ad5fe76fa96f8de21707b593451b,1,1,0,1
01a4b1771e02e723a1fe095f7e4e95bab61d686c,1,1,0,1
01a5290b240eb4437b6760efc3b95da02fd99ba9,1,1,0,1
01b759c2759836776afc61e4da7f4da147119231,1,1,0,1
01b7920857c12cb54ef6428e6a0b17ce1485ef5c,1,1,1,0
01bcc9940ca77e21462982ffcb8b2ae2a3ff1f3e,1,1,0,1
01c06478fbe938b65421dad7636e08dc0635db01,1,1,0,1
01c07a8a162411eae30d28954125c9a3a88f0612,1,1,0,1
01c1da3457b766d3d20a5c733ca9826a6393fd6b,1,1,0,1
01c53cf6282ae77940aa6150487b15fa25a8a202,1,1,0,1
01c65d9b9859a09f59c2941b31526c0bfac3b994,1,1,0,1
01c6a3cfc4ab514dc5b79615cdd9d8af91a1f0d1,1,1,0,1
01c8df05f54a8092ffece42cfc150e8cd7bde6b9,1,1,0,1
01ce0970f3feda65aeedafcec478a37ef01c9c72,1,1,0,1
01cf99786a9add96127fd5db8e8dc4cbcb60c018,1,1,0,1
01e4ee2afc055ae8cfa0ec9ccd6ec2c1b795982a,1,1,0,1
01e6e9a78b8941f48a3c24e69b3d910a624d075e,1,1,0,1
01e9573ec6f876f0f858a6e2ff57ca79f8f54e5d,1,1,0,1
01eb36f40bef2b27748eca76a600955b607ea9d3,1,1,0,1
01eceb9f6524f0df51201ef91b4bd7830fe5707b,1,1,0,1
01fb8cbff47e66101219e69448746fdc0a0754b3,1,1,0,1
01fdafe1bb5e9b1aa39eb1e6adce5189089abc0c,1,1,0,1
0205556fb57dc3ad32780f2af24627f69844f81e,1,1,0,1
020831fa466196c357431014ac4b121571321794,1,1,0,1
020a40bd02777da55e4ee869d6e7d96aec7e56e7,1,1,0,1
020f447b0fe1cd8abe0ce3e29e76d40c5340b1ae,1,1,0,1
020fc4238679e463b9284b54d957198001ff785f,1,1,0,1
0211edf78a048621e9ec5e5ea949f1dfd9325c29,1,1,0,1
021302a44b97af9adab52fb4ba5face23aaf13e3,1,1,0,1
02147521876ba3dc13bb71cc6e918f320673eeae,1,1,0,1
021de9adfa970951c1d9f7932b98e7ba332bcffb,1,1,0,1
0227d874a7eb1907c3ce3e83b41dca516737c42b,1,1,0,1
022856e87a20ad296e50a72ff57fbe83c0e53850,1,1,0,1
0229f15075e18a57c43f76b52cbe3ce6e53aaeb5,1,1,0,1
0231a5bd2a8127dd3f97b925940f29280803ab38,1,1,0,1
02340878e5693f73565e4ddef8da4aa4d686bfcb,1,1,1,0
02365e51ec16fa0ce8c1993e69837e253768c7df,1,1,1,0
0237c9e0b0ed7046501aff470e77b7d2f387d154,1,1,1,0
023d17ebeeba46902cf32af6b0a2044782c31d25,1,1,0,1
024184b43dc83cc48ea7847562db09205edd9bbe,1,1,0,1
0242f87b88ddfe900f730a273f71b1af3020d97e,1,1,0,1
024c9c2f82debadc8f16ee4cef751d58384ed81a,1,1,0,1
024f0ca49bd324eb8cb7f10bc83558986f325ac9,1,1,0,1
024fa898d30ba48086c298ca76b0bdc0effe4dc8,1,1,0,1
02504fe59fc2f146376f52d5565217970acbac91,1,1,1,0
02596bebaaf919a643ebaace169bd82e32bda621,1,1,0,1
025ecc54caf272f6a4fe344d078dac3704248d8c,1,1,0,1
0263ebba3c19af08140259d2146c3c1504c24dd6,1,1,0,1
026a13b79f9f6530c8d87a01452da2fd6e853f59,1,1,0,1
026b6f5e40629fa3192499e44847173058aaafd7,1,1,0,1
02711752e7de88ca70816fa449b234a879b36379,1,1,0,1
0273d400bb13fc67163985a2d115b04c3b00c7bd,1,1,0,1
0279abaa1a8dd428602ac782ce330daa84404280,1,1,0,1
0285ae73baef91e30f8992e6c5d8dbc89449f478,1,1,0,1
02882456e50dc8bb2e235d69741ad1bea7330129,1,1,1,0
028aa3171809e58bc1f4840d2cf9a71c4a3a701a,1,1,0,1
028f696f770ba29a240894a05f938db4c4e169a8,1,1,0,1
029066f5cda2db3efe3af1beb990e86e5eeed8cf,1,1,0,1
02913b0970a065dd0b7ad9f2fa49671078a29f29,1,1,0,1
02940b77f560038888f38cdb857434bf8e9ee174,1,1,0,1
02a5b890c21f41e4dcfade5e0169ebd6ff66f352,1,1,1,0
02ad3e7b75a99880bcfa9d63421ad1bd7f82bf73,1,1,0,1
02b80225758c99175353327cf7461a6b57c86fcb,1,1,0,1
02bb76158e8d7f4c6b44086201bfc29891ac9618,1,1,0,1
02c19311bc6493457b61175055a7b29b4b952526,1,1,0,1
02c889ceef3123d2ce4589ee430953f0cfc075d2,1,1,0,1
02cb7a1ee918df47e76c1ebab86bcbaccf977496,1,1,0,1
02ccedaea56f519ab62f1a92c89492554599eb7e,1,1,0,1
02cdc9d9122ab8be8209e48932c6a7437fc8331d,1,1,0,1
02d1916080d4785ea724287856fdc5907fe7e5f5,1,1,1,0
02d1cca70287bd41a5784dff2fb47a6c663b35d8,1,1,1,0
02e70f9c8552e8b87730c410936fccf1f823210e,1,1,0,1
02e91017382371994edb579783008e7319a4711b,1,1,0,1
02ea4cb7ddd73120dd0d2fc72f3f2abebf3579e2,1,1,0,1
02eb35f6f6ed15b24d88cedab8676eee994d6be5,1,1,0,1
02ff9346d51020208db30e69438cddc6ff231c4f,1,1,0,1
0302d6756386388c48bcb8b379680d5d0ee28495,1,1,0,1
0306a8ac78b2e0415ff575e2d37ca569cb02202f,1,1,0,1
030ee8737e2567a76bba310c4dcc9b0bc103bf93,1,1,0,1
030f77395dfcef8228095a17c58d756dbb15cc24,1,1,0,1
031351e514f88fc84ec24f8b05344cc72ac8e962,1,1,0,1
0313b7937538f4d8b39b8351fc8bc37f02e25b0c,1,1,0,1
0313bd44fa2a3211f4b21e2c35c3d394a1d7e39b,1,1,1,0
0315f661eb5b544630349cb4a40a7e3ff806884b,1,1,0,1
031939e7eac09879b1b76b048e89e29c64c178d9,1,1,0,1
031947d809aeb4649616bf218dbb1643cbb74626,1,1,0,1
031b0a295af1f0b2ed437d9df66b898851ada0ce,1,1,0,1
031b2f1c959005d81c6154495e0665f4538e477b,1,1,0,1
031d5aa3f2c686664845e0c2f4d1de555996d96c,1,1,1,0
0323d6209f0b2749a34249b9dc899e54c211d3a5,1,1,0,1
03240440578ed712d21f8fe9fb20c9a6895b7489,1,1,0,1
032688198339747c5321ac0a3a96cc59c0f9b5e5,1,1,0,1
032a6fff4ea94d0b31da7765e257d424fdf5295a,1,1,1,0
032ef68da1bde4d624d55347ec5a12be4254cee3,1,1,1,0
033151ed7060ad4449b6f9340f71f74663f17ab3,1,1,0,1
03351cdbc3216af8ec89f861360971c12300f9c3,1,1,0,1
0335ad9a5d2e95776f300962f24b5dd0a32b7fbb,1,1,1,0
0336600766731ae998776818670a261d211391ca,1,1,0,1
033ac89d2d1f08d01e6751c2a02eb02cea95341a,1,1,0,1
0347a532cae3818ac684bfb7fc26756586517981,1,1,0,1
034c00ddbcba97febe75680d373331568d9b4d0d,1,1,0,1
0353776047483fd689cc66e962af22867d073904,1,1,0,1
035755f7b5cc6d48c2d34accd4f6be45dbfd4f13,1,1,0,1
03578d7bd98b6e10237fbfbe9c54b89655f35934,1,1,0,1
035bc0d9c0239d50aa14de69756a541c0efe58cd,1,1,0,1
035bced56562a64098f34cbc05440bd50b5e5a0c,1,1,0,1
035ca1d2bd7fa62467f9b2afb76f4adb57011871,1,1,0,1
035e291223c0c032209b2b5b57085b8590a8dad0,1,1,0,1
036148a5f07342049343586d47f999a58ad49652,1,1,0,1
0363c75caeca2ff39cb2d2af3e49cc72ed37abf6,1,1,0,1
03682cd40fb5ce62323c5f033d01c0118cc0aa05,1,1,1,0
0369ff5e22465d89846c96d53dd7a952d6793342,1,1,1,0
0373dcb090941576819d4c3f124759f5c8c36d58,1,1,0,1
03763d509c483f70909a18222797eecd3041d084,1,1,0,1
0380db59de2c090ce473cb3b036a3c2f739c451d,1,1,0,1
038389758ecf1d14a957188a863d3dd24d71662c,1,1,0,1
038e36703a5f57953f446e001bf40ef66642c2eb,1,1,1,0
038ef50e9f1e5bcfb30176e55320da49712a38db,1,1,0,1
0395868b359f5336b7c301f157bb8c42f2e552be,1,1,1,0
03992074b1791e1064616182334fb307551494da,1,1,0,1
03998fef439fac10df4008d7e4fe396f0726896f,1,1,0,1
0399c2427ae71b01fcd64d97f40466139f0deba8,1,1,0,1
03a06f96826124e0240e7f080332aa91911e2c98,1,1,1,0
03a1247ab1e6f958d4574db1301a49352620cc17,1,1,0,1
03a1ae57f4a2ac4ae20a82fa53bc141934619e85,1,1,1,0
03a7d33fee80fc9f964c3e06c683b4b5a704cf78,1,1,1,0
03a87a25557c6cb32fe48a26e9e277a7db5f20c7,1,1,0,1
03a8d9d7d1f7952f2ef6299eb0b954f0f8f83b4d,1,1,0,1
03affa7b7a2f3aa858e7afb3828773b1f072d4a0,1,1,1,0
03b1c0f41c852e9faded9f53b1ee5b280b314422,1,1,0,1
03b33647600c4dcd8dfcadf2a9727e49216506e1,1,1,1,0
03b67017ee829220c36b31a8012119345df2edbe,1,1,0,1
03be705cba85f1f48117fa7e6d617b1835a131f7,1,1,0,1
03be7277eeea56ddbca5559077a2674a4bd7fdd6,1,1,0,1
03c3995e3bc44510fad914132992c6fcfe8a57e5,1,1,0,1
03c9f0dd962c19201ed9d31c2f296b47194a360d,1,1,0,1
03cf32d256b39ed33ccb22e2eb95156257277062,1,1,0,1
03d17cfbf42177887732d59185eb973034c501b6,1,1,0,1
03d58e5bba71ffb793bd5414af945f849c3b1ead,1,1,1,0
03d9ed0a7e63314c58472e9bc3085f7bf309becc,1,1,0,1
03dcd008992a6cc2a181bd0afa0732c69895e669,1,1,0,1
03ddb9cc0ec407e8d1bb6013760bc1ac284d7f58,1,1,0,1
03e08d79299919eb482b4fb83ad7cc6d288e14c0,1,1,0,1
03e4758f9288c6562f0ba1c700a966eb3da5ead2,1,1,0,1
03e7e3c4921216de331e5be84db8167a0c6503ab,1,1,0,1
03e9a97a08333b746370ff868834537a7a035b07,1,1,1,0
03ecd78bfe82612855052772e974b723c4e74e42,1,1,0,1
03f20d4e7888ffe9ac07960071943eef608f7ac5,1,1,1,0
03f36cf7fe8dffc999545bb316ea95937323d873,1,1,1,0
03f5d4e78b7e56b2d1180d18b36bb6dc82608fb0,1,1,0,1
03f82a7a0ac05d257dade1db11209c23a5e4750f,1,1,0,1
03fdc6bc13c75ab9e37f055c8497a566fb9d129c,1,1,0,1
04044c7fea53d98641b23b4dc1f59bf9dd798a04,1,1,0,1
0404f82bb8dc37279782e8baaa96930a96352dc1,1,1,0,1
04093a22a63f221fd776e4e41934a7edf3f0e20e,1,1,0,1
0410a0121d2823cc7403f796d2081a421deaea7c,1,1,0,1
04146d381b9450ab82399c5860f624d46a68d682,1,1,0,1
04152ea96c3ea8f1039c3697cce941b0271f4a4e,1,1,0,1
0416834e3cb492d629607cd9e66c314ddb990299,1,1,0,1
0421160e2b048e9e2f4fdec75850893aa95c10a1,1,1,0,1
042c610cb7a43835e78b85a94b849a6f65252219,1,1,0,1
042c9cf237bc2e2a845144c7ef6ac6197838cf28,1,1,0,1
042d1a74e4ea02fad021b7ec297181db3c03efc4,1,1,0,1
043972a259ed1967e95e8588ea9eb0b27dcf8181,1,1,0,1
043aeb7a077d3ac6f714358e30b3ec98a3d212ee,1,1,0,1
04422e9b2ca13e16d476d8bffbefd45a257e1296,1,1,0,1
04493f9c769206aec2373612c5734855ee069b07,1,1,0,1
044a54bc320b81bb5e59dae9c72965dde5e3f6b4,1,1,0,1
044b6a5bd0dd7f80c217324e2bc0f1ff230c9274,1,1,0,1
044c79f02a83e0935519740b6d03bc13f86dfbe3,1,1,0,1
044ef831432f10ee99da0a966084081aa6449014,1,1,0,1
0451003e6b45527d30a1bf3e89c945e335df10e6,1,1,0,1
0451683033126113ad12e7173cd5e0a2a3e30cc9,1,1,0,1
045bbddbd5d5a25132943c2c53c0b45a18a08b3b,1,1,0,1
045c94651b8cd75d44201f2bfb841e32f8800bf9,1,1,0,1
045f5cd482a2aef5db0055826cd96d2e476c9069,1,1,0,1
04633385764041856d3d9f64a96d13a3230559b8,1,1,0,1
046decec020a0bf968cb683f05a4e0244deee1a3,1,1,0,1
046fb622628330179d147284393dae525563aeff,1,1,0,1
046ff6afea9f56e16598f01a951ef6e7d768517c,1,1,0,1
0472c46155dd54d1773706bf63ba21e42a9596d0,1,1,0,1
048775922d7e0c61914cf5b917ff9782491d4a28,1,1,0,1
048e9173e354c11cf8182c019c7797f7e0d007ba,1,1,0,1
0493326b87c4276e7c3a60cc80c439b82747cc02,1,1,0,1
0494b1e4165fa3864c9617075d2bf5847add6475,1,1,0,1
049661bc266253101dd5c7f6bc0269e58e44cc91,1,1,0,1
049e9e66f39e39de8904c368b7e5b0722e85ee34,1,1,0,1
04a213cb4fa7adf7c0e3627856c6eccd21ed41db,1,1,0,1
04b053f24a587559c990434b7c998e44f3ad0791,1,1,0,1
04b3a7ff11711cbd6de6ea6f2f74461e35f70b95,1,1,0,1
04b4993b1937bdeec5fba378935cfbe5425cb87c,1,1,0,1
04b5c99a1ecf8c4b93b51045e5e67da7e282f362,1,1,0,1
04b809a937f8bd48d5460d3ba416631fbfbd6f1e,1,1,0,1
04c1d210810a96c3d5ec156e3b305b975a1f380b,1,1,0,1
04c5e92c99fa20c931a8ef4d396078f8dbb8eeb0,1,1,0,1
04c6dd82e40ab87dcd6d3ee80f3794b4a9abd6bd,1,1,0,1
04cab172b9b14020061ee9bbbe51b92ac85c7914,1,1,0,1
04cecc8d47c789891ab8d6766bd79417fb44c9c2,1,1,0,1
04d0fd9dc29d2a40130acb5d6a92f248ddfcf84a,1,1,0,1
04d5db04cbb405734b6750201e19375ee5257cea,1,1,0,1
04da9d09edc823caa83d09cd88d0334e82f59fc6,1,1,0,1
04dc77c4360141b2b80b927850a646d26685029c,1,1,0,1
04dfe557dbc078fae0f995ca0799eca824217418,1,1,0,1
04e8d758f5c29b34db91f2a39d82a49a38d6aa4f,1,1,0,1
04eb3311aad57e3bc33bd7a9069f625869e9d7b4,1,1,0,1
04eed6b18e1009f9e1c8a8c556f7f96413d54f3c,1,1,0,1
04f493977b9be9de305da9f2d715bfb3e3ad7279,1,1,0,1
050697c79f7874fdcbd83a17a753622865c7e20b,1,1,0,1
050c1256b24308def98dd7eb46dfe2b7f773305b,1,1,0,1
050eb0dffeba5dab7b78ac4e776dc7d586647ce2,1,1,0,1
051056dcb3b0d74fb5aa855f8cb716afb63b7e2a,1,1,0,1
05107987ec88bba89acff2356cc39dbbcb0cd7ff,1,1,0,1
051177c69ecc7736517f493d00101af209600bea,1,1,0,1
0511dfb7a9b6b355bd3323fb3b32bbf77625d57e,1,1,0,1
0514a87b236aeba12393d1468cd91f6ff6755dfd,1,1,0,1
0519d879c21ab2276588ec0dab21a96ec12ff51a,1,1,0,1
0528243b3ae5523e6c97a1d1d05078410dc42467,1,1,0,1
05285f3b0d170628b0e57fc4a5d90462b6230217,1,1,0,1
052b4811b709730c47e535a18a39926da46eda8d,1,1,0,1
0530f9e96e0d46206661f6ffec1913dacadb2929,1,1,0,1
05327ed38bb90f68b6261956a9c7a6a08b14599d,1,1,0,1
053546ea7aa8325bf1f8148de4d293ee009d96b8,1,1,0,1
0537eb4d0643ed48038092e5acc0a5a011172d0e,1,1,0,1
0541cc7cf7b35597ced54dde36e7eeb3a60b9776,1,1,1,0
054346a60754939e3aa2870b5f2d748482d2a071,1,1,0,1
0551f5606fb42d388dae977e68fa9b3286788fb4,1,1,0,1
055638a1f72060d4da99b0df8d0c74adede72485,1,1,1,0
055b8ef6a7ebbb903305ae660379a7fbd057ab69,1,1,0,1
056217448d3d81e626db56973a1e492634d76966,1,1,0,1
05643ccd85de812145b3d6b7efdf4c0421141843,1,1,0,1
056696fe80c9b011ced66e5007b4bfc46a6544a6,1,1,0,1
056d3ad2e25c6f4a6a3ee9ef5a2794fe6f37fb47,1,1,0,1
05704f567a4e813ae00252a4d97bc236c0d71166,1,1,1,0
057526965a6f3650dec8682bc3f07028afe7bb14,1,1,1,0
057791f1c62d8d3edc4f7eb1190a8e4912a31cf4,1,1,0,1
057eae263163aa1294bf23138e6ded75267d2bcb,1,1,0,1
05817ff07a7e9c5a93cb48da7bf9138c00a99034,1,1,0,1
0581fa609295656b8734dffe57f62315411fe752,1,1,0,1
05832db6aa6c123dfb5b07fd2072dd789282dd8b,1,1,0,1
058a9b603d04ea387dee375beb226c653aa77c65,1,1,0,1
059473e35cf0d837ea63f81cab72115ac7947aa3,1,1,0,1
05a29d58a28565f296395428e1969c5bc563b4ce,1,1,0,1
05a80ece5411062d597e78b9c1f2c0a77208b555,1,1,0,1
05a89c1ba31c15e4faa0bdab763a804fdd98ad01,1,1,0,1
05aa074fa9a8e48ed89e3abaabb41e514db165a3,1,1,0,1
05aae8a117c3157904b3eccb8de60e709ab810d2,1,1,0,1
05b1649deb93f807d4d2f4133de26f0bf352b94b,1,1,0,1
05ba9b2123b807010489fb029bd4bc14451ecedf,1,1,0,1
05bac51c79336f87ce7433ea43ac2b54ac87acde,1,1,0,1
05bcb0aee1caec0dc6b0990c89914de89d10453c,1,1,0,1
05c2940ff0248566d7fcd52eba1191836b05cdba,1,1,0,1
05c4de114ac69c2e7b111a5729e26f8ad9854415,1,1,0,1
05c6be8f3a91ee0adc71029281716fd60a595c4a,1,1,0,1
05cb3fcc83ecbfdfa938c5895ed8f335ea2db059,1,1,0,1
05cf9947ee59f807162c06f084163ca25021263f,1,1,0,1
05d20ab80f8668ed0e63c527afece680e5096f86,1,1,0,1
05d2be41c367fe10e7ed22ca80f241a140535ad4,1,1,0,1
05d4851c9d2d80632045c890b959e2956c7cdf10,1,1,0,1
05dea8de09cf1cd105a07287a58ffc12bdf0efa2,1,1,0,1
05e41dee1cf2136ea376cf597ad809af7efb65b2,1,1,0,1
05e878cec6f961e3d47efaa2f82aa335f052865f,1,1,0,1
05e8ee603451cabbffffa83bbe9f7ba5904147df,1,1,0,1
05ef9d6fea7e8ebdc9e0a8f3e8adfd1b0fd6939e,1,1,0,1
05efc3b362134231ef7e1f56ff61d76ee2e8d8c0,1,1,1,0
05f484e98a7d721a55073a10d5ca2a85c7f02e38,1,1,0,1
05fda8c53a4f1570428e22f104b0693f91858bc6,1,1,0,1
05fff2fb15d3bca8ab664f7a577b4a0d3cd3af53,1,1,0,1
0602d6394afc3b9db4735d9afd50c4d3a1ed00bb,1,1,0,1
060dd10f638c9ac19233cb696f3c3ee7f14545a4,1,1,0,1
060e0913cd8fde877212fec18aaa4a0ec809e948,1,1,1,0
061056e008dc32171e9dfdc99b8bd439f8077a16,1,1,0,1
0614af237699ce8eaf92d984b395c9bdfda96953,1,1,0,1
0618e61fd809730d6211231d3b4323f08e9b266e,1,1,0,1
06195a1021c0f45c9075e1f3631e98c5c5f82e11,1,1,0,1
0625387b923f455a6ab45867cc915886df6d7a7d,1,1,0,1
0627fad21372518cc24b0f66164df8ba10943d74,1,1,0,1
0630babd0120e5a5b3b02fc4dd0a374a4eb4ea24,1,1,0,1
063588ac7a94a57ab89bb68810e126808261f582,1,1,0,1
063b956cd9f85ad0af376f7b0758bac0997c07cd,1,1,1,0
063db3779c318fa2602a10360add33d439912809,1,1,0,1
063f25da79a2d95349ff6bf597322b2c51fa4926,1,1,0,1
06408e9bf1ef7d421e96536e139cb695d4c750ff,1,1,0,1
064206a5c10709fdf3bfbcb49324661b8cda599c,1,1,0,1
0642a0e93509951da080e57da809d190fa1f0d42,1,1,0,1
064640a3d020a402b8a6da39c4d369a306f542c5,1,1,0,1
0649d4fb79fe7fb74cc5d9bda4904ccf1bb3124b,1,1,0,1
0649dc4d4228a183510276a324c04ee81303b8f7,1,1,0,1
06500a158be94793ec048c9c112f35c9c7012220,1,1,0,1
065367f3d03a0bb3a2d34cada8512359df81ffae,1,1,1,0
065a1095718677527c2b09bb2c895375dc5888c0,1,1,1,0
065a5936ec8670f9a0fa9effbb715309afd471fa,1,1,0,1
065afe8b085364e5c89d0c9ec9239dd525ae5bce,1,1,0,1
065c5ae4901738d76147f8ebc3a6d3e21ad46b88,1,1,0,1
065de8cb40c1b1d27558f175334d4cb10db93b59,1,1,0,1
065dec1e94528cd2ace1c5ed5ba83ece32c79d0d,1,1,0,1
0664a56f56216a8a1035074a06dabc71c4605932,1,1,0,1
0664da93f7f97b2cba456e6a7cd23f02dece7ce2,1,1,1,0
0669d0abfbae8a103b88c7531504a9dc8c632c8d,1,1,0,1
066c6fa7823f7862be690d8cad39948d070e1ecf,1,1,0,1
